review_id,robustness_score,frac_significant,frac_reversed,iqr_theta,eta2_estimator,audit_n_fail,audit_n_warn,audit_pct_fail,audit_pub_bias_flag,audit_model_misspec_flag,audit_prediction_gap_flag,audit_excess_sig_flag,audit_integrity_flag,quality_score,fragility_sub,bias_sub,prediction_sub,orb_sub,benford_mad,has_changepoint,n_changepoints,k,total_n,data_type_binary,data_type_continuous,data_type_GIV,topdim_Bias_Correction,topdim_Estimator,topdim_Leave_One_Out,topdim_CI_Method,never_stabilized,fragile_or_unstable,low_quality
CD013342,13.4,0.1340388007054673,0.0,0.4890302915666511,0.0125,5,11,0.3333333333333333,1,1,1,0,0,28.2,13.4,2.0,2.5,10.0,0.161555272874725,0,0,23.0,3322.0,0,0,1,0,0,0,1,0,1,1
CD013344,66.67,0.0,0.0,0.8591154788125004,0.0,3,13,0.2,1,1,0,0,0,63.3,66.67,0.0,1.42,0.0,0.12282654263875127,0,0,10.0,2401.0,0,0,1,1,0,0,0,0,1,0
CD013353,68.71,0.6870748299319728,0.0,3.461444121206547,0.0043,0,4,0.0,0,0,0,0,0,56.8,68.71,0.0,3.26,15.0,0.1275625039394931,0,0,5.0,564.0,0,0,1,1,0,0,0,0,1,1
CD013355,40.95,0.0,0.0,0.4949659380571388,0.1178,0,9,0.0,0,0,0,0,0,57.1,40.95,,3.47,10.0,0.08596132668280525,0,0,4.0,1123.0,0,0,1,0,0,1,0,0,1,1
CD013358,59.41,0.0793650793650793,0.0476190476190476,0.6927351445703782,0.034,11,11,0.42857142857142855,1,1,0,0,0,56.3,59.41,0.0,3.3,30.0,0.10812129935748378,0,0,25.0,1991.0,0,0,1,1,0,0,0,0,1,1
CD013366,100.0,0.0,0.0,0.1059019641603596,0.0,7,12,0.3333333333333333,1,0,1,0,0,90.0,100.0,0.0,1.4,0.0,0.10953678264508765,0,0,6.0,3062.0,0,0,1,0,1,0,0,0,0,0
CD013396,96.36,0.0,0.0,0.0718991271674136,0.0107,5,15,0.2727272727272727,1,1,1,0,0,87.2,96.36,0.0,2.7,10.0,0.08386697281857977,0,0,6.0,5088.0,0,0,1,0,0,1,0,0,0,0
CD013408,29.1,0.291005291005291,0.0,0.2131741447081033,0.0602,3,16,0.17647058823529413,0,1,0,0,0,45.2,29.1,0.0,2.67,0.0,0.10692240338266018,0,0,5.0,4664.0,0,0,1,1,0,0,0,0,1,1
CD013414,68.75,0.6875,0.0,0.1042806912424094,0.0,3,6,0.2,0,1,1,0,0,65.3,68.75,0.0,3.04,25.0,0.08581673377580314,0,0,7.0,10892.0,0,0,1,1,0,0,0,0,1,0
CD013421,66.67,0.6666666666666666,0.0,0.52558854986458,0.0,6,4,0.42857142857142855,1,1,1,0,0,40.1,66.67,2.0,3.17,55.0,0.10996667148446533,0,0,21.0,5556.0,0,0,1,1,0,0,0,0,1,1
CD013425,98.48,0.9848484848484848,0.0,0.1284479291677447,0.0,29,12,1.0,1,1,1,1,0,75.7,98.48,2.0,1.07,25.0,,0,0,6.0,6085.0,0,0,1,0,0,1,0,0,0,0
CD013429,71.11,0.7111111111111111,0.0,0.0589352120942194,0.0,6,16,0.4,1,0,1,0,0,84.5,71.11,,2.2,10.0,,0,0,8.0,1363.0,0,0,1,0,0,1,0,0,0,0
CD013445,66.63,0.6662698412698412,0.0,0.1406173879130971,0.0,25,43,0.4722222222222222,1,1,1,1,0,37.1,66.63,3.0,4.34,75.0,0.09508960712210685,0,0,39.0,4088.0,0,0,1,1,0,0,0,0,1,1
CD013456,67.28,0.6727716727716728,0.0,0.1326009755075969,0.2204,9,10,0.5,1,0,0,0,0,57.0,67.28,0.0,1.94,10.0,0.1275625039394931,0,0,25.0,1857.0,0,0,1,0,0,1,0,0,1,1
CD013462,55.91,0.0070546737213403,0.0,0.6850527392737324,0.1174,5,9,0.2857142857142857,1,1,1,1,0,51.3,55.91,0.0,3.33,55.0,0.0926198207666815,0,0,11.0,8013.0,1,0,0,1,0,0,0,0,1,1
CD013474,38.1,0.0,0.0,0.2154488072195235,0.1896,4,6,0.13333333333333333,0,1,0,1,0,45.8,38.1,0.0,2.81,50.0,0.13982518903942412,0,0,7.0,1634.0,0,0,1,0,0,1,0,0,1,1
CD013476,100.0,0.0,0.0,0.2708916701972108,0.0,0,15,0.0,0,0,0,0,0,86.7,100.0,,6.48,0.0,0.08843111303823059,0,0,3.0,85.0,0,0,1,0,1,0,0,0,0,0
CD013508,93.33,0.0,0.0,0.3858866977190373,0.0,4,10,0.13333333333333333,1,0,0,0,0,83.6,93.33,,3.38,0.0,0.08843111303823058,0,0,20.0,2531.0,0,0,1,0,0,1,0,0,0,0
CD013539,85.87,0.0,0.0,0.0650912752897977,0.0095,3,15,0.2727272727272727,1,0,0,0,0,82.1,85.87,0.0,1.05,20.0,0.15804543572289564,0,0,9.0,4941.0,0,0,1,0,0,1,0,0,0,0
CD013541,100.0,0.0,0.0,0.1260046264501994,0.0,1,5,0.1,1,0,0,0,0,80.0,100.0,0.0,1.25,0.0,0.12242388197346246,0,0,21.0,4048.0,0,0,1,0,1,0,0,0,0,0
CD013561,88.36,0.0608465608465608,0.0,0.1386107878421524,0.0007,2,10,0.2857142857142857,0,1,0,0,0,75.9,88.36,0.0,2.71,0.0,0.05139407600119354,0,0,2.0,120.0,0,0,1,0,0,1,0,0,0,0
CD013571,34.6,0.346031746031746,0.0,0.2705297545540952,0.0037,3,8,0.23076923076923078,0,1,1,0,0,42.8,34.6,,3.59,0.0,0.0967540721469546,0,0,8.0,1018.0,0,0,1,1,0,0,0,0,1,1
CD013590,77.78,0.0,0.0,0.4432136640238257,0.0,1,8,0.09090909090909091,1,0,0,0,0,67.2,77.78,0.0,1.62,0.0,0.1275352757654042,0,0,15.0,1401.0,0,0,1,1,0,0,0,0,0,0
CD013591,56.46,0.564625850340136,0.0,7.895840219329487,0.3282,3,4,0.3333333333333333,1,0,0,0,0,37.3,56.46,1.0,2.66,50.0,0.08691124092038491,0,0,6.0,1901.0,0,0,1,0,1,0,0,0,1,1
CD013595,41.67,0.4166666666666667,0.0,0.0459431903875315,0.0,7,10,0.6,0,1,1,0,0,46.1,41.67,,6.48,0.0,0.11736694452969859,0,0,3.0,12666.0,0,0,1,0,0,0,1,0,1,1
CD013613,75.0,0.0,0.0,0.0992457709984323,0.0,1,6,0.06666666666666667,0,1,0,0,0,75.0,75.0,,6.48,0.0,0.1714026279674085,0,0,6.0,288.0,0,0,1,0,0,1,0,0,0,0
CD013614,100.0,1.0,0.0,0.3046467118162788,0.0,40,38,0.41304347826086957,1,1,1,1,0,74.0,100.0,3.0,3.64,40.0,0.11619527672896392,0,0,22.0,9502.0,0,0,1,0,1,0,0,0,0,0
CD013631,91.67,0.0,0.0,0.8506859921539978,0.0,2,22,0.07407407407407407,1,1,0,0,0,82.8,91.67,,9.69,0.0,0.08748119880065089,0,0,13.0,578.0,0,0,1,0,0,1,0,0,0,0
CD013643,46.94,0.4693877551020408,0.0,0.2478008777385745,0.0939,1,13,0.07142857142857142,0,1,0,0,0,57.7,46.94,0.0,2.71,25.0,0.0879110876400286,0,0,4.0,244.0,0,0,1,1,0,0,0,0,1,1
CD013672,66.87,0.0396825396825396,0.0,0.1639769059143417,0.0016,13,6,1.0,1,1,1,0,0,59.7,66.87,0.0,2.99,25.0,0.07915823969192687,0,0,7.0,2519.0,0,0,1,1,0,0,0,0,1,1
CD013715,33.73,0.3373015873015873,0.0,0.5946619081907242,0.0192,5,23,0.17391304347826086,0,1,1,0,0,33.1,33.73,2.0,2.73,25.0,0.15470225340178262,0,0,6.0,353.0,0,0,1,1,0,0,0,0,1,1
CD013719,24.13,0.2412698412698412,0.0,1.3634588768473763,0.1013,6,12,0.4166666666666667,1,1,1,0,0,31.9,24.13,,4.31,30.0,0.0931398461648835,0,0,14.0,2397.0,0,0,1,0,0,0,1,0,1,1
CD013726,92.43,0.061050061050061,0.0,0.203828862473499,0.1099,5,6,0.5,1,1,0,0,0,71.4,92.43,0.0,3.22,40.0,0.08581673377580314,0,0,8.0,694.0,0,0,1,0,1,0,0,0,0,0
CD013745,36.11,0.3611111111111111,0.0,0.0086566138185084,0.0,2,4,0.2857142857142857,0,1,0,1,0,43.5,36.11,,6.48,0.0,0.10993944331037643,0,0,1.0,13350.0,0,0,1,0,0,1,0,0,1,1
CD013748,24.69,0.2469135802469135,0.0,0.1803909023062081,0.0,4,15,0.42857142857142855,1,0,1,1,0,43.6,24.69,0.0,1.25,0.0,0.08840388486414168,0,0,8.0,861.0,0,0,1,1,0,0,0,0,1,1
CD013757,33.79,0.3378684807256236,0.0,0.1266182060439853,0.2071,4,9,0.4,0,1,1,0,0,49.3,33.79,0.0,2.58,50.0,0.09979834024875975,0,0,6.0,3437.0,0,0,1,0,0,1,0,0,1,1
CD013758,89.52,0.0,0.0,0.0237439097848754,0.0387,2,20,0.08,1,0,0,0,0,77.8,89.52,,2.2,20.0,0.1466782085123665,0,0,11.0,1885.0,0,0,1,0,0,1,0,0,0,0
CD013763,66.67,0.6666666666666666,0.0,0.6402340594118033,0.0,11,16,0.7142857142857143,1,0,0,0,0,68.3,66.67,2.0,2.1,0.0,0.0893466647395472,0,0,40.0,3593.0,0,0,1,1,0,0,0,0,1,0
CD013764,60.0,0.0,0.0,0.0083373799215591,0.0,1,7,0.14285714285714285,0,1,0,0,0,66.0,60.0,,2.2,10.0,0.161555272874725,0,0,6.0,5906.0,0,0,1,1,0,0,0,0,1,0
CD013773,65.28,0.6527777777777778,0.0,0.0292402444633747,0.0,0,0,0.0,0,0,0,0,0,87.8,65.28,0.0,1.31,0.0,0.11464817643702935,0,0,5.0,4839.0,0,0,1,1,0,0,0,0,1,0
CD013774,28.57,0.2857142857142857,0.0,0.4379413103459659,0.0494,7,4,0.5,0,1,1,0,1,34.0,28.57,,12.73,30.0,0.0829715149291779,0,0,5.0,3541.0,0,0,1,0,0,0,1,0,1,1
CD013781,55.45,0.5544973544973545,0.0,0.5751484715040521,0.0014,22,21,0.5925925925925926,1,1,1,1,0,44.4,55.45,2.0,1.41,0.0,0.10901675724688564,0,0,26.0,9940.0,0,0,1,1,0,0,0,0,1,1
CD013789,87.42,0.1172161172161172,0.0,0.0647800521154933,0.1116,14,12,0.36363636363636365,1,0,0,0,0,69.6,87.42,0.0,3.85,40.0,0.10964117147532942,0,0,4.0,838.0,0,0,1,1,0,0,0,0,0,0
CD013800,62.55,0.6268221574344023,0.0012957563977972,0.0817094515197203,0.0194,14,25,0.5789473684210527,1,1,1,1,0,47.1,62.55,0.0,6.13,65.0,0.11225555073775688,0,0,2.0,146.0,0,0,1,1,0,0,0,0,1,1
CD013816,60.0,0.0666666666666666,0.0,28.01210594795291,0.0,2,12,0.10526315789473684,0,1,0,0,0,68.0,60.0,,2.2,0.0,0.09463249010864022,0,0,8.0,2109.0,0,0,1,0,0,1,0,0,1,0
CD013821,75.43,0.2256728778467908,0.0027605244996549,0.0417233375965367,0.1676,8,6,0.2727272727272727,1,1,1,1,0,69.4,75.43,0.0,4.38,80.0,0.13849984231064455,0,0,6.0,3335.0,0,0,1,0,1,0,0,0,0,0
CD013822,52.18,0.5218253968253969,0.0,0.5095864407574129,0.1416,4,7,0.3,1,1,1,0,0,32.8,52.18,2.0,3.53,70.0,0.08311805949504864,0,0,8.0,6840.0,0,0,1,1,0,0,0,0,1,1
CD013827,71.11,0.0,0.0,0.4413110176306274,0.0,6,16,0.42857142857142855,1,0,0,0,0,64.9,71.11,0.0,1.91,0.0,0.08329249107219996,0,0,5.0,1820.0,0,0,1,1,0,0,0,0,0,0
CD013830,98.81,0.0119047619047619,0.0,0.0738571835333828,0.002,9,23,0.36363636363636365,0,1,1,0,0,78.1,98.81,0.0,1.31,10.0,0.16397512674808634,0,0,3.0,3776.0,0,0,1,0,0,1,0,0,0,0
CD013834,62.96,0.0,0.0,0.1242980501070147,0.0,0,4,0.0,0,0,0,0,0,62.5,62.96,0.0,3.0,30.0,0.09413969288452714,0,0,18.0,1497.0,0,0,1,0,0,1,0,0,1,0
CD013844,71.11,0.0222222222222222,0.0,0.5426740638413815,0.0,4,6,0.2727272727272727,1,1,0,1,0,64.9,71.11,0.0,1.21,0.0,0.11113833928520005,0,0,11.0,9650.0,0,0,1,1,0,0,0,0,0,0
CD013874,93.33,0.0,0.0,0.5850083410353115,0.0,18,10,0.75,1,1,1,0,1,83.6,93.33,,2.2,0.0,0.11265821140304569,0,0,14.0,7168.0,0,0,1,1,0,0,0,0,0,0
CD013875,66.67,0.6666666666666666,0.0,0.5437055875201143,0.0,5,19,0.2777777777777778,0,1,1,0,0,58.3,66.67,0.0,2.13,0.0,0.13316669495554787,0,0,3.0,299.0,0,0,1,1,0,0,0,0,1,1
CD014040,45.71,0.4571428571428571,0.0,0.1204740121964463,0.2814,4,13,0.2,1,1,1,0,0,32.0,45.71,1.0,3.45,60.0,0.1424395683018516,0,0,12.0,7313.0,0,0,1,1,0,0,0,0,1,1
CD014089,16.33,0.1632653061224489,0.0,0.0884285999612195,0.0136,8,8,0.7272727272727273,0,0,0,0,1,50.7,16.33,0.0,1.42,0.0,0.14667820851236646,0,0,,,0,0,0,0,0,0,1,0,1,1
CD014145,91.61,0.0090702947845804,0.0,0.2919142376679061,0.0428,0,10,0.0,0,0,0,0,0,77.1,91.61,0.0,2.17,0.0,0.14044960326786793,0,0,5.0,171.0,0,0,1,0,0,1,0,0,0,0
CD014300,80.16,0.0793650793650793,0.0,0.124198913684287,0.0072,2,28,0.07142857142857142,0,1,0,1,0,59.6,80.16,0.0,3.14,90.0,0.11372549037353857,0,0,3.0,3378.0,0,0,1,1,0,0,0,0,0,1
CD014428,93.2,0.9319727891156464,0.0,5.074299391769317,0.0031,2,6,0.14285714285714285,1,0,0,0,0,60.1,93.2,0.0,3.25,50.0,0.07654386042949941,0,0,13.0,1548.0,0,0,1,0,0,1,0,0,0,0
CD014541,49.21,0.492063492063492,0.0,0.5376280640864114,0.0137,6,21,0.21428571428571427,0,1,0,0,0,52.2,49.21,0.0,2.37,0.0,0.11676975847534371,0,0,4.0,24773.0,0,0,1,1,0,0,0,0,1,1
CD014544,41.39,0.0,0.0,0.0810487825497642,0.1885,8,7,0.6666666666666666,1,1,1,1,0,68.0,41.39,0.0,2.16,10.0,0.08386697281857977,0,0,6.0,2231.0,0,0,1,0,1,0,0,0,1,0
CD014585,30.77,0.4615384615384615,0.0,0.1031877139533299,0.2881,7,6,0.5,0,1,1,1,0,36.0,30.77,1.0,2.74,65.0,0.0970795721560905,0,0,8.0,12049.0,0,0,1,0,1,0,0,0,1,1
CD014594,95.83,0.9583333333333334,0.0,0.1563947869743573,0.0,6,5,0.4,1,1,0,1,0,96.3,95.83,0.0,3.06,15.0,0.11739417270378749,0,0,9.0,37060.0,0,0,1,0,0,1,0,0,0,0
CD014617,58.33,0.0,0.0,0.4413068157981092,0.098,0,6,0.0,0,0,0,0,0,63.2,58.33,,7.42,20.0,0.14986706952117373,0,0,3.0,971.0,0,0,1,0,0,1,0,0,1,0
CD014624,66.67,0.6666666666666666,0.0,0.1341922440030292,0.0,12,11,0.7,1,0,1,1,1,65.3,66.67,1.0,1.63,20.0,0.07292963444742831,0,0,6.0,7756.0,0,0,1,1,0,0,0,0,1,0
CD014666,76.87,0.0,0.0,0.0986679822456651,0.0271,8,2,0.8,1,0,0,0,0,59.9,76.87,0.0,3.03,80.0,0.11434990460198234,0,0,11.0,5638.0,0,0,1,0,0,1,0,0,0,1
CD014678,43.72,0.4372294372294372,0.0,0.0676416698721518,0.1558,13,6,0.75,1,1,1,1,0,48.8,43.72,0.0,1.94,10.0,0.1302812720321623,0,0,6.0,123202.0,0,0,1,0,1,0,0,0,1,1
CD014688,53.97,0.0888888888888888,0.0,2.6367701070851397,0.0686,2,1,0.5,1,0,0,0,0,59.2,53.97,,4.81,30.0,0.1015671941038493,0,0,6.0,2190.0,0,0,1,1,0,0,0,0,1,1
CD014713,56.35,0.0,0.0,0.2442454927957206,0.0266,3,4,0.5,0,1,0,1,0,71.7,56.35,0.0,2.88,20.0,0.12100839868585861,0,0,6.0,5666.0,0,0,1,1,0,0,0,0,1,0
CD014722,59.18,0.5918367346938775,0.0,0.1387251914144182,0.0089,2,17,0.09523809523809523,1,0,0,0,0,54.2,59.18,0.0,2.14,10.0,0.07978265392037065,0,0,26.0,7614.0,0,0,1,1,0,0,0,0,1,1
CD014736,93.33,0.0,0.0,0.2475053066736365,0.0,1,3,0.16666666666666666,0,1,0,0,0,83.6,93.33,,2.2,0.0,0.15018804566419583,0,0,3.0,414.0,0,0,1,0,0,1,0,0,0,0
CD014741,25.85,0.2585034013605442,0.0,0.1154662060482572,0.1779,3,8,0.3333333333333333,1,0,1,0,0,31.0,25.85,1.0,2.54,20.0,0.0967540721469546,0,0,22.0,14689.0,0,0,1,1,0,0,0,0,1,1
CD014758,68.12,0.6811594202898551,0.0,0.0700192639330948,0.0,2,10,0.2,1,0,0,0,0,53.6,68.12,0.0,3.76,35.0,0.08843111303823059,0,0,75.0,18847.0,0,0,1,1,0,0,0,0,1,1
CD014762,86.31,0.0,0.0,0.0651676521705165,0.0072,6,2,0.8,0,1,1,1,0,72.2,86.31,0.0,2.41,20.0,0.13588546304821708,0,0,4.0,1697.0,0,0,1,1,0,0,0,0,0,0
CD014763,66.67,0.6666666666666666,0.0,1.9656772090629104,0.0,7,5,0.5,1,1,0,1,0,63.8,66.67,2.0,1.21,30.0,,0,0,9.0,1260.0,0,0,1,1,0,0,0,0,1,0
CD014769,54.99,0.5498866213151927,0.0,0.031760853935201,0.0112,19,36,0.5,1,1,1,1,0,59.0,54.99,0.0,1.55,35.0,0.07915823969192687,0,0,27.0,122601.0,0,0,1,1,0,0,0,0,1,1
CD014792,100.0,0.0,0.0,0.187859909543495,0.0,2,7,0.1,0,1,0,1,0,80.0,100.0,0.0,1.15,0.0,0.13379110918399167,0,0,6.0,797.0,0,0,1,0,1,0,0,0,0,0
CD014803,55.56,0.0,0.0,0.4296957753214735,0.0,0,3,0.0,0,0,0,0,0,64.4,55.56,0.0,1.62,0.0,0.15684653974807208,0,0,5.0,413.0,0,0,1,0,0,1,0,0,1,0
CD014811,93.33,0.0,0.0,0.3278468977419932,0.0,0,2,0.0,0,0,0,0,0,83.6,93.33,,2.44,0.0,0.09884842601118007,0,0,5.0,875.0,0,0,1,0,0,1,0,0,0,0
CD014820,57.67,0.0,0.0,0.049203958836108,0.0026,6,9,0.5,1,0,0,1,0,48.4,57.67,1.0,2.06,45.0,0.08187700778459611,0,0,19.0,38887.0,0,0,1,1,0,0,0,0,1,1
CD014833,66.14,0.0608465608465608,0.0,0.3704633327466851,0.02,2,15,0.15384615384615385,0,1,0,0,0,59.4,66.14,0.0,3.09,25.0,0.12494812467706565,0,0,2.0,90.0,0,0,1,1,0,0,0,0,1,1
CD014844,62.13,0.0317460317460317,0.0,0.385886001586138,0.002,1,12,0.08333333333333333,0,1,0,0,0,55.2,62.13,1.0,2.62,10.0,0.08397136164882157,1,2,6.0,4371.0,0,0,1,1,0,0,0,1,1,1
CD014845,64.4,0.6439909297052154,0.0,0.0299885392725918,0.0037,0,12,0.0,0,0,0,0,0,60.0,64.4,2.0,1.88,50.0,0.0770638858277014,0,0,16.0,15606.0,0,0,1,1,0,0,0,0,1,0
CD014852,65.4,0.0126984126984126,0.0,1.04093560238182,0.0018,9,20,0.32142857142857145,1,1,0,0,0,67.5,65.4,,4.19,15.0,0.07554401370985574,0,0,18.0,5811.0,0,0,1,1,0,0,0,0,1,0
CD014855,86.31,0.0,0.0,0.4116206195236901,0.003,5,8,0.6666666666666666,1,1,1,1,0,73.0,86.31,0.0,2.74,15.0,0.1310723410913224,0,0,7.0,1743.0,0,0,1,0,0,1,0,0,0,0
CD014861,43.17,0.0444444444444444,0.0,0.8589180945453638,0.0333,0,12,0.0,0,0,0,0,0,57.1,43.17,,3.92,15.0,0.12451823583768792,0,0,2.0,217.0,0,0,1,1,0,0,0,0,1,1
CD014869,83.6,0.0,0.0,0.0178817579606784,0.0024,2,8,0.14285714285714285,0,1,0,1,0,67.5,83.6,0.0,2.26,45.0,0.07050978057406693,0,0,8.0,1364.0,0,0,1,1,0,0,0,0,0,0
CD014871,65.96,0.6596119929453262,0.0,0.0370063955223744,0.0006,0,65,0.0,0,0,0,0,0,65.8,65.96,0.0,2.9,15.0,0.08571234494556132,0,0,2.0,94.0,0,0,1,1,0,0,0,0,1,0
CD014872,69.05,0.6904761904761905,0.0,0.2775873517135394,0.0,9,21,0.4666666666666667,1,1,1,1,0,89.2,69.05,0.0,2.71,0.0,0.07706388582770142,0,0,35.0,8911.0,0,0,1,1,0,0,0,0,1,0
CD014889,37.04,0.3703703703703703,0.0,0.2234456413713615,0.0,1,6,0.2,0,0,1,0,0,48.0,37.04,0.0,1.62,0.0,0.12484373584682386,0,0,6.0,390.0,0,0,1,1,0,0,0,0,1,1
CD014914,65.55,0.6554621848739496,0.0,0.2147562583187032,0.0007,12,14,0.5384615384615384,1,1,1,1,0,44.9,65.55,2.0,2.73,20.0,0.09465971828272914,0,0,27.0,10221.0,0,0,1,1,0,0,0,0,1,1
CD014923,30.56,0.3055555555555556,0.0,0.869753512749361,0.0,2,5,0.25,1,0,1,0,0,40.9,30.56,,9.72,0.0,0.10692240338266018,0,0,3.0,517.0,0,0,1,0,0,0,1,0,1,1
CD014932,88.29,0.117063492063492,0.0,0.541624196803915,0.2879,0,4,0.0,0,0,0,0,0,72.2,88.29,0.0,3.04,25.0,0.10996667148446534,0,0,9.0,1649.0,0,0,1,0,1,0,0,0,0,0
CD014935,75.0,0.0,0.0,0.3056076236131071,0.0,4,11,0.36363636363636365,0,1,0,0,0,75.0,75.0,,6.48,0.0,0.1842897272957833,0,0,3.0,123.0,0,0,1,0,0,1,0,0,0,0
CD014937,65.25,0.652452025586354,0.0,0.3075086747874127,0.0022,30,27,0.5909090909090909,1,1,1,1,0,38.1,65.25,2.0,5.35,65.0,0.11739417270378749,0,0,46.0,6815.0,0,0,1,1,0,0,0,0,1,1
CD014941,73.33,0.7333333333333333,0.0,0.8497882678084375,0.0,9,27,0.3333333333333333,0,1,1,0,0,87.6,73.33,,2.32,0.0,0.09285650189137652,0,0,2.0,605.0,0,0,1,1,0,0,0,0,0,0
CD014944,48.81,0.0833333333333333,0.0,0.275392528410718,0.051,3,5,0.4,0,1,0,1,0,59.8,48.81,,11.02,15.0,0.0726041344382924,0,0,4.0,1210.0,0,0,1,0,0,1,0,0,1,1
CD014959,51.85,0.0052910052910052,0.0,1.0696659311295205,0.2198,13,15,0.6875,0,1,1,0,0,50.6,51.85,0.0,3.26,50.0,0.10330817740058908,0,0,2.0,919.0,0,0,1,1,0,0,0,0,1,1
CD014960,75.0,0.0,0.0,0.6225507426905488,0.0,0,8,0.0,0,0,0,0,0,75.0,75.0,,7.69,0.0,0.13379110918399165,0,0,5.0,715.0,0,0,1,0,0,1,0,0,0,0
CD014964,66.67,0.6666666666666666,0.0,0.3354856665698401,0.0,17,8,0.8571428571428571,1,1,1,1,0,38.6,66.67,3.0,5.93,65.0,0.1424395683018516,0,0,62.0,24760.0,0,0,1,1,0,0,0,0,1,1
CD014965,81.48,0.8148148148148148,0.0,0.0948107878202431,0.0,3,51,0.1111111111111111,1,0,1,0,0,93.5,81.48,0.0,1.25,0.0,0.11736694452969859,0,0,16.0,1844.0,0,0,1,1,0,0,0,0,0,0
CD014966,75.59,0.2441160372194855,0.0,0.0174357128874748,0.4337,5,7,0.5,0,1,1,1,0,48.0,75.59,2.0,4.38,90.0,0.08397136164882157,0,0,26.0,179498.0,0,0,1,0,1,0,0,0,0,1
CD014967,100.0,0.0,0.0,0.4129580642121805,0.0,4,17,0.125,0,1,0,1,0,80.0,100.0,0.0,1.62,0.0,0.11619527672896392,0,0,13.0,1267.0,0,0,1,0,1,0,0,0,0,0
CD015003,5.77,0.0577200577200577,0.0,0.6604481984278033,0.0309,5,7,0.5,1,1,1,0,0,25.5,5.77,1.0,2.24,10.0,0.0926198207666815,0,0,9.0,1277.0,0,0,1,0,0,1,0,0,1,1
CD015014,37.33,0.0,0.0,0.1225404535194879,0.0,16,44,0.2708333333333333,1,1,0,0,1,45.1,37.33,2.0,1.06,20.0,0.08217527961964312,0,0,7.0,1276.0,0,0,1,1,0,0,0,0,1,1
CD015033,10.16,0.1015873015873015,0.0,0.1878323437838324,0.0168,8,31,0.34782608695652173,1,1,0,0,0,28.4,10.16,,2.73,15.0,0.10602694549325832,0,0,11.0,1059.0,0,0,1,0,0,0,1,0,1,1
CD015038,56.98,0.5698412698412698,0.0,3.5671361087264835,0.0218,7,11,0.25,1,1,1,0,0,44.9,56.98,1.0,1.9,0.0,0.10450707337541267,0,0,8.0,4848.0,0,0,1,1,0,0,0,0,1,1
CD015040,52.58,0.0515873015873015,0.0,0.7214620991139356,0.0693,3,2,0.75,1,0,0,0,0,51.2,52.58,1.0,2.88,15.0,0.1257171318125115,0,0,6.0,623.0,0,0,1,1,0,0,0,0,1,1
CD015042,70.83,0.0,0.0,0.0342808664849397,0.0,0,4,0.0,0,0,0,0,0,63.3,70.83,0.0,1.31,10.0,0.1424395683018516,0,0,3.0,378.0,0,0,1,1,0,0,0,0,0,0
CD015064,63.49,0.0317460317460317,0.0,0.8492845905875293,0.0109,2,1,1.0,0,1,1,0,0,63.6,63.49,,4.42,30.0,0.15228239952842126,0,0,11.0,8382.0,0,0,1,1,0,0,0,0,1,0
CD015083,93.28,0.9327731092436976,0.0,0.0508067445661445,0.0961,6,12,0.5,1,0,0,0,0,59.4,93.28,0.0,5.99,55.0,0.12494812467706565,0,0,19.0,116588.0,0,0,1,1,0,0,0,0,0,1
CD015087,84.13,0.0753968253968253,0.0,0.2055491632520874,0.0127,10,14,0.4375,0,1,0,1,0,71.4,84.13,0.0,2.35,20.0,0.13436559093037145,0,0,15.0,992.0,1,0,0,0,0,1,0,0,0,0
CD015120,94.44,0.0,0.0,0.4189134795442313,0.0,2,2,0.5,1,0,0,0,1,68.1,94.44,2.0,1.62,0.0,0.16003540075687933,0,0,46.0,58623.0,0,0,1,0,0,1,0,0,0,0
CD015122,46.83,0.4682539682539682,0.0,1.6415760743348224,0.003,2,31,0.07692307692307693,0,1,0,0,0,41.4,46.83,1.0,2.18,0.0,0.09313984616488348,0,0,10.0,1753.0,0,0,1,1,0,0,0,0,1,1
CD015124,96.3,0.9629629629629628,0.0,0.1335998629436348,0.0,2,1,1.0,1,0,0,0,1,88.7,96.3,0.0,1.25,0.0,,0,0,7.0,1.0,0,0,1,0,0,1,0,0,0,0
CD015134,82.77,0.1723356009070294,0.0,0.0332602565452875,0.0239,1,11,0.14285714285714285,0,0,1,0,0,81.0,82.77,0.0,2.02,20.0,0.11268543957713459,0,0,4.0,12216.0,0,0,1,0,0,1,0,0,0,0
CD015140,66.67,0.0,0.0,0.1831539874889355,0.0,14,12,0.5555555555555556,1,1,1,1,1,59.6,66.67,0.0,3.02,25.0,0.14254395713209336,0,0,7.0,1742.0,0,0,1,1,0,0,0,0,1,1
CD015145,88.89,0.1111111111111111,0.0,0.1068921745783713,0.0,25,23,0.7777777777777778,1,1,1,0,0,81.5,88.89,,6.48,0.0,0.12601540364755853,0,0,14.0,1006.0,0,1,0,0,0,0,1,0,0,0
CD015160,15.56,0.2222222222222222,0.0666666666666666,1.88076426827968,0.0,2,4,0.2857142857142857,1,0,0,0,0,33.9,15.56,,2.2,0.0,0.10602694549325832,0,0,8.0,1828.0,0,0,1,0,0,1,0,0,1,1
CD015192,80.95,0.0,0.0,0.2982950999570061,0.0042,1,5,0.16666666666666666,1,0,0,0,0,73.3,80.95,0.0,2.17,0.0,0.10341256623083087,0,0,15.0,4444.0,0,0,1,0,0,1,0,0,0,0
